ppm,intensity
15.072841117290206,5425.25
15.072527494832539,5491.25
15.07221387237487,5880.75
15.071900249917203,5839.25
15.071586627459535,5182.25
15.071273005001867,4107.5
15.0709593825442,4071.0
15.070645760086531,4040.25
15.070332137628863,4043.0
15.070018515171196,4510.75
15.069704892713528,4781.75
15.069391270255858,4953.75
15.06907764779819,4462.0
15.068764025340522,4204.75
15.068450402882855,4517.75
15.068136780425187,5740.25
15.067823157967519,6371.25
15.067509535509851,5983.5
15.067195913052183,5353.25
15.066882290594515,5501.25
15.066568668136847,5102.75
15.06625504567918,4218.75
15.065941423221512,4735.75
15.065627800763844,4840.75
15.065314178306176,4850.25
15.065000555848508,4705.0
15.06468693339084,5148.5
15.064373310933172,5980.5
15.064059688475504,6433.0
15.063746066017837,6513.75
15.063432443560169,6614.0
15.063118821102501,6644.5
15.062805198644833,6817.0
15.062491576187165,6428.0
15.062177953729497,5803.5
15.06186433127183,5466.0
15.061550708814162,5766.75
15.061237086356494,6117.25
15.060923463898826,6565.25
15.060609841441156,6204.0
15.060296218983488,5462.75
15.05998259652582,4421.0
15.059668974068153,4580.5
15.059355351610485,5037.25
15.059041729152817,5249.5
15.058728106695149,4830.0
15.058414484237481,3957.25
15.058100861779813,3669.75
15.057787239322145,3668.0
15.057473616864478,4109.5
15.05715999440681,4093.5
15.056846371949142,4570.75
15.056532749491474,4647.25
15.056219127033806,4980.0
15.055905504576138,5228.25
15.05559188211847,4343.75
15.055278259660803,4079.0
15.054964637203135,4588.5
15.054651014745467,4743.5
15.054337392287799,4972.75
15.054023769830131,5405.0
15.053710147372463,5082.75
15.053396524914795,4130.25
15.053082902457128,3162.5
15.05276927999946,3196.5
15.052455657541792,4369.5
15.052142035084124,4405.0
15.051828412626456,3957.5
15.051514790168786,4059.5
15.051201167711119,5290.75
15.05088754525345,5647.75
15.050573922795783,4815.5
15.050260300338115,3684.75
15.049946677880447,3615.5
15.04963305542278,3235.25
15.049319432965111,3683.0
15.049005810507444,4512.25
15.048692188049776,4920.75
15.048378565592108,5380.75
15.04806494313444,5188.25
15.047751320676772,4392.75
15.047437698219104,4522.25
15.047124075761436,5162.75
15.046810453303769,5645.5
15.0464968308461,5958.0
15.046183208388433,5986.0
15.045869585930765,5608.5
15.045555963473097,5282.75
15.04524234101543,4812.5
15.044928718557761,4444.25
15.044615096100094,3636.25
15.044301473642426,3437.75
15.043987851184758,3970.5
15.04367422872709,4242.5
15.043360606269422,3393.25
15.043046983811754,3436.25
15.042733361354086,4499.25
15.042419738896417,4925.5
15.042106116438749,4562.75
15.041792493981081,4941.0
15.041478871523413,5518.75
15.041165249065745,5886.5
15.040851626608077,5644.0
15.04053800415041,5392.5
15.040224381692742,5377.0
15.039910759235074,4781.0
15.039597136777406,4467.5
15.039283514319738,5823.25
15.03896989186207,6909.25
15.038656269404402,6353.0
15.038342646946735,5499.25
15.038029024489067,5123.25
15.037715402031399,5252.0
15.037401779573731,5402.75
15.037088157116063,5266.75
15.036774534658395,4685.0
15.036460912200727,4317.0
15.03614728974306,4431.0
15.035833667285392,4947.25
15.035520044827724,5524.0
15.035206422370056,6108.0
15.034892799912388,6818.75
15.03457917745472,6322.25
15.034265554997052,5115.0
15.033951932539384,4180.0
15.033638310081717,4366.5
15.033324687624047,5859.75
15.033011065166379,5834.5
15.032697442708711,5403.5
15.032383820251043,5540.0
15.032070197793375,5597.25
15.031756575335708,4503.5
15.03144295287804,4460.75
15.031129330420372,5161.25
15.030815707962704,5464.75
15.030502085505036,5642.5
15.030188463047368,5624.0
15.0298748405897,5825.25
15.029561218132033,5131.25
15.029247595674365,4463.25
15.028933973216697,4275.75
15.028620350759029,3966.25
15.028306728301361,3793.0
15.027993105843693,4140.75
15.027679483386025,3459.25
15.027365860928358,2510.25
15.02705223847069,3034.0
15.026738616013022,3211.5
15.026424993555354,2755.75
15.026111371097686,3435.75
15.025797748640018,3238.0
15.02548412618235,3015.5
15.025170503724683,3168.25
15.024856881267015,2885.5
15.024543258809347,2287.5
